+---------+-----------+--------+-----------+--------------------------------------------------+
| Unicode | Shift-JIS |  JIS   | Character | Description                                      |
| 0x304B  | 0x82A9    | 0x242B | か        | HIRAGANA LETTER KA                               |
| 0x304C  | 0x82AA    | 0x242C | が        | HIRAGANA LETTER GA                               |
| 0x304D  | 0x82AB    | 0x242D | き        | HIRAGANA LETTER KI                               |
| 0x304E  | 0x82AC    | 0x242E | ぎ        | HIRAGANA LETTER GI                               |
| 0x304F  | 0x82AD    | 0x242F | く        | HIRAGANA LETTER KU                               |
| 0x3050  | 0x82AE    | 0x2430 | ぐ        | HIRAGANA LETTER GU                               |
| 0x3051  | 0x82AF    | 0x2431 | け        | HIRAGANA LETTER KE                               |
| 0x3052  | 0x82B0    | 0x2432 | げ        | HIRAGANA LETTER GE                               |
| 0x3053  | 0x82B1    | 0x2433 | こ        | HIRAGANA LETTER KO                               |
| 0x3054  | 0x82B2    | 0x2434 | ご        | HIRAGANA LETTER GO                               |
| 0x3055  | 0x82B3    | 0x2435 | さ        | HIRAGANA LETTER SA                               |
| 0x3056  | 0x82B4    | 0x2436 | ざ        | HIRAGANA LETTER ZA                               |
| 0x3057  | 0x82B5    | 0x2437 | し        | HIRAGANA LETTER SI                               |
| 0x3058  | 0x82B6    | 0x2438 | じ        | HIRAGANA LETTER ZI                               |
| 0x3059  | 0x82B7    | 0x2439 | す        | HIRAGANA LETTER SU                               |
| 0x305A  | 0x82B8    | 0x243A | ず        | HIRAGANA LETTER ZU                               |
| 0x305B  | 0x82B9    | 0x243B | せ        | HIRAGANA LETTER SE                               |
| 0x305C  | 0x82BA    | 0x243C | ぜ        | HIRAGANA LETTER ZE                               |
| 0x305D  | 0x82BB    | 0x243D | そ        | HIRAGANA LETTER SO                               |
| 0x305E  | 0x82BC    | 0x243E | ぞ        | HIRAGANA LETTER ZO                               |
| 0x305F  | 0x82BD    | 0x243F | た        | HIRAGANA LETTER TA                               |
| 0x3060  | 0x82BE    | 0x2440 | だ        | HIRAGANA LETTER DA                               |
| 0x3061  | 0x82BF    | 0x2441 | ち        | HIRAGANA LETTER TI                               |
| 0x3062  | 0x82C0    | 0x2442 | ぢ        | HIRAGANA LETTER DI                               |
| 0x3063  | 0x82C1    | 0x2443 | っ        | HIRAGANA LETTER SMALL TU                         |
| 0x3064  | 0x82C2    | 0x2444 | つ        | HIRAGANA LETTER TU                               |
| 0x3065  | 0x82C3    | 0x2445 | づ        | HIRAGANA LETTER DU                               |
| 0x3066  | 0x82C4    | 0x2446 | て        | HIRAGANA LETTER TE                               |
| 0x3067  | 0x82C5    | 0x2447 | で        | HIRAGANA LETTER DE                               |
| 0x3068  | 0x82C6    | 0x2448 | と        | HIRAGANA LETTER TO                               |
| 0x3069  | 0x82C7    | 0x2449 | ど        | HIRAGANA LETTER DO                               |
| 0x306A  | 0x82C8    | 0x244A | な        | HIRAGANA LETTER NA                               |
| 0x306B  | 0x82C9    | 0x244B | に        | HIRAGANA LETTER NI                               |
| 0x306C  | 0x82CA    | 0x244C | ぬ        | HIRAGANA LETTER NU                               |
| 0x306D  | 0x82CB    | 0x244D | ね        | HIRAGANA LETTER NE                               |
| 0x306E  | 0x82CC    | 0x244E | の        | HIRAGANA LETTER NO                               |
| 0x306F  | 0x82CD    | 0x244F | は        | HIRAGANA LETTER HA                               |
| 0x3070  | 0x82CE    | 0x2450 | ば        | HIRAGANA LETTER BA                               |
| 0x3071  | 0x82CF    | 0x2451 | ぱ        | HIRAGANA LETTER PA                               |
| 0x3072  | 0x82D0    | 0x2452 | ひ        | HIRAGANA LETTER HI                               |
| 0x3073  | 0x82D1    | 0x2453 | び        | HIRAGANA LETTER BI                               |
| 0x3074  | 0x82D2    | 0x2454 | ぴ        | HIRAGANA LETTER PI                               |
| 0x3075  | 0x82D3    | 0x2455 | ふ        | HIRAGANA LETTER HU                               |
| 0x3076  | 0x82D4    | 0x2456 | ぶ        | HIRAGANA LETTER BU                               |
| 0x3077  | 0x82D5    | 0x2457 | ぷ        | HIRAGANA LETTER PU                               |
| 0x3078  | 0x82D6    | 0x2458 | へ        | HIRAGANA LETTER HE                               |
| 0x3079  | 0x82D7    | 0x2459 | べ        | HIRAGANA LETTER BE                               |
| 0x307A  | 0x82D8    | 0x245A | ぺ        | HIRAGANA LETTER PE                               |
| 0x307B  | 0x82D9    | 0x245B | ほ        | HIRAGANA LETTER HO                               |
| 0x307C  | 0x82DA    | 0x245C | ぼ        | HIRAGANA LETTER BO                               |
| 0x307D  | 0x82DB    | 0x245D | ぽ        | HIRAGANA LETTER PO                               |
| 0x307E  | 0x82DC    | 0x245E | ま        | HIRAGANA LETTER MA                               |
| 0x307F  | 0x82DD    | 0x245F | み        | HIRAGANA LETTER MI                               |
| 0x3080  | 0x82DE    | 0x2460 | む        | HIRAGANA LETTER MU                               |
| 0x3081  | 0x82DF    | 0x2461 | め        | HIRAGANA LETTER ME                               |
| 0x3082  | 0x82E0    | 0x2462 | も        | HIRAGANA LETTER MO                               |
| 0x3083  | 0x82E1    | 0x2463 | ゃ        | HIRAGANA LETTER SMALL YA                         |
| 0x3084  | 0x82E2    | 0x2464 | や        | HIRAGANA LETTER YA                               |
| 0x3085  | 0x82E3    | 0x2465 | ゅ        | HIRAGANA LETTER SMALL YU                         |
| 0x3086  | 0x82E4    | 0x2466 | ゆ        | HIRAGANA LETTER YU                               |
| 0x3087  | 0x82E5    | 0x2467 | ょ        | HIRAGANA LETTER SMALL YO                         |
| 0x3088  | 0x82E6    | 0x2468 | よ        | HIRAGANA LETTER YO                               |
| 0x3089  | 0x82E7    | 0x2469 | ら        | HIRAGANA LETTER RA                               |
| 0x308A  | 0x82E8    | 0x246A | り        | HIRAGANA LETTER RI                               |
| 0x308B  | 0x82E9    | 0x246B | る        | HIRAGANA LETTER RU                               |
| 0x308C  | 0x82EA    | 0x246C | れ        | HIRAGANA LETTER RE                               |
| 0x308D  | 0x82EB    | 0x246D | ろ        | HIRAGANA LETTER RO                               |
| 0x308E  | 0x82EC    | 0x246E | ゎ        | HIRAGANA LETTER SMALL WA                         |
| 0x308F  | 0x82ED    | 0x246F | わ        | HIRAGANA LETTER WA                               |
| 0x3090  | 0x82EE    | 0x2470 | ゐ        | HIRAGANA LETTER WI                               |
| 0x3091  | 0x82EF    | 0x2471 | ゑ        | HIRAGANA LETTER WE                               |
| 0x3092  | 0x82F0    | 0x2472 | を        | HIRAGANA LETTER WO                               |
| 0x3093  | 0x82F1    | 0x2473 | ん        | HIRAGANA LETTER N                                |
| 0x30A1  | 0x8340    | 0x2521 | ァ        | KATAKANA LETTER SMALL A                          |
| 0x30A2  | 0x8341    | 0x2522 | ア        | KATAKANA LETTER A                                |
| 0x30A3  | 0x8342    | 0x2523 | ィ        | KATAKANA LETTER SMALL I                          |
| 0x30A4  | 0x8343    | 0x2524 | イ        | KATAKANA LETTER I                                |
| 0x30A5  | 0x8344    | 0x2525 | ゥ        | KATAKANA LETTER SMALL U                          |
| 0x30A6  | 0x8345    | 0x2526 | ウ        | KATAKANA LETTER U                                |
| 0x30A7  | 0x8346    | 0x2527 | ェ        | KATAKANA LETTER SMALL E                          |
| 0x30A8  | 0x8347    | 0x2528 | エ        | KATAKANA LETTER E                                |
| 0x30A9  | 0x8348    | 0x2529 | ォ        | KATAKANA LETTER SMALL O                          |
| 0x30AA  | 0x8349    | 0x252A | オ        | KATAKANA LETTER O                                |
| 0x30AB  | 0x834A    | 0x252B | カ        | KATAKANA LETTER KA                               |
| 0x30AC  | 0x834B    | 0x252C | ガ        | KATAKANA LETTER GA                               |
| 0x30AD  | 0x834C    | 0x252D | キ        | KATAKANA LETTER KI                               |
| 0x30AE  | 0x834D    | 0x252E | ギ        | KATAKANA LETTER GI                               |
| 0x30AF  | 0x834E    | 0x252F | ク        | KATAKANA LETTER KU                               |
| 0x30B0  | 0x834F    | 0x2530 | グ        | KATAKANA LETTER GU                               |
| 0x30B1  | 0x8350    | 0x2531 | ケ        | KATAKANA LETTER KE                               |
| 0x30B2  | 0x8351    | 0x2532 | ゲ        | KATAKANA LETTER GE                               |
| 0x30B3  | 0x8352    | 0x2533 | コ        | KATAKANA LETTER KO                               |
| 0x30B4  | 0x8353    | 0x2534 | ゴ        | KATAKANA LETTER GO                               |
| 0x30B5  | 0x8354    | 0x2535 | サ        | KATAKANA LETTER SA                               |
| 0x30B6  | 0x8355    | 0x2536 | ザ        | KATAKANA LETTER ZA                               |
| 0x30B7  | 0x8356    | 0x2537 | シ        | KATAKANA LETTER SI                               |
| 0x30B8  | 0x8357    | 0x2538 | ジ        | KATAKANA LETTER ZI                               |
| 0x30B9  | 0x8358    | 0x2539 | ス        | KATAKANA LETTER SU                               |
| 0x30BA  | 0x8359    | 0x253A | ズ        | KATAKANA LETTER ZU                               |
| 0x30BB  | 0x835A    | 0x253B | セ        | KATAKANA LETTER SE                               |
| 0x30BC  | 0x835B    | 0x253C | ゼ        | KATAKANA LETTER ZE                               |
| 0x30BD  | 0x835C    | 0x253D | ソ        | KATAKANA LETTER SO                               |
| 0x30BE  | 0x835D    | 0x253E | ゾ        | KATAKANA LETTER ZO                               |
| 0x30BF  | 0x835E    | 0x253F | タ        | KATAKANA LETTER TA                               |
| 0x30C0  | 0x835F    | 0x2540 | ダ        | KATAKANA LETTER DA                               |
| 0x30C1  | 0x8360    | 0x2541 | チ        | KATAKANA LETTER TI                               |
| 0x30C2  | 0x8361    | 0x2542 | ヂ        | KATAKANA LETTER DI                               |
| 0x30C3  | 0x8362    | 0x2543 | ッ        | KATAKANA LETTER SMALL TU                         |
| 0x30C4  | 0x8363    | 0x2544 | ツ        | KATAKANA LETTER TU                               |
| 0x30C5  | 0x8364    | 0x2545 | ヅ        | KATAKANA LETTER DU                               |
| 0x30C6  | 0x8365    | 0x2546 | テ        | KATAKANA LETTER TE                               |
| 0x30C7  | 0x8366    | 0x2547 | デ        | KATAKANA LETTER DE                               |
| 0x30C8  | 0x8367    | 0x2548 | ト        | KATAKANA LETTER TO                               |
| 0x30C9  | 0x8368    | 0x2549 | ド        | KATAKANA LETTER DO                               |
| 0x30CA  | 0x8369    | 0x254A | ナ        | KATAKANA LETTER NA                               |
| 0x30CB  | 0x836A    | 0x254B | ニ        | KATAKANA LETTER NI                               |
| 0x30CC  | 0x836B    | 0x254C | ヌ        | KATAKANA LETTER NU                               |
| 0x30CD  | 0x836C    | 0x254D | ネ        | KATAKANA LETTER NE                               |
| 0x30CE  | 0x836D    | 0x254E | ノ        | KATAKANA LETTER NO                               |
| 0x30CF  | 0x836E    | 0x254F | ハ        | KATAKANA LETTER HA                               |
| 0x30D0  | 0x836F    | 0x2550 | バ        | KATAKANA LETTER BA                               |
| 0x30D1  | 0x8370    | 0x2551 | パ        | KATAKANA LETTER PA                               |
| 0x30D2  | 0x8371    | 0x2552 | ヒ        | KATAKANA LETTER HI                               |
| 0x30D3  | 0x8372    | 0x2553 | ビ        | KATAKANA LETTER BI                               |
| 0x30D4  | 0x8373    | 0x2554 | ピ        | KATAKANA LETTER PI                               |
| 0x30D5  | 0x8374    | 0x2555 | フ        | KATAKANA LETTER HU                               |
| 0x30D6  | 0x8375    | 0x2556 | ブ        | KATAKANA LETTER BU                               |
| 0x30D7  | 0x8376    | 0x2557 | プ        | KATAKANA LETTER PU                               |
| 0x30D8  | 0x8377    | 0x2558 | ヘ        | KATAKANA LETTER HE                               |
| 0x30D9  | 0x8378    | 0x2559 | ベ        | KATAKANA LETTER BE                               |
| 0x30DA  | 0x8379    | 0x255A | ペ        | KATAKANA LETTER PE                               |
| 0x30DB  | 0x837A    | 0x255B | ホ        | KATAKANA LETTER HO                               |
| 0x30DC  | 0x837B    | 0x255C | ボ        | KATAKANA LETTER BO                               |
| 0x30DD  | 0x837C    | 0x255D | ポ        | KATAKANA LETTER PO                               |
| 0x30DE  | 0x837D    | 0x255E | マ        | KATAKANA LETTER MA                               |
| 0x30DF  | 0x837E    | 0x255F | ミ        | KATAKANA LETTER MI                               |
| 0x30E0  | 0x8380    | 0x2560 | ム        | KATAKANA LETTER MU                               |
| 0x30E1  | 0x8381    | 0x2561 | メ        | KATAKANA LETTER ME                               |
| 0x30E2  | 0x8382    | 0x2562 | モ        | KATAKANA LETTER MO                               |
| 0x30E3  | 0x8383    | 0x2563 | ャ        | KATAKANA LETTER SMALL YA                         |
| 0x30E4  | 0x8384    | 0x2564 | ヤ        | KATAKANA LETTER YA                               |
| 0x30E5  | 0x8385    | 0x2565 | ュ        | KATAKANA LETTER SMALL YU                         |
| 0x30E6  | 0x8386    | 0x2566 | ユ        | KATAKANA LETTER YU                               |
| 0x30E7  | 0x8387    | 0x2567 | ョ        | KATAKANA LETTER SMALL YO                         |
| 0x30E8  | 0x8388    | 0x2568 | ヨ        | KATAKANA LETTER YO                               |
| 0x30E9  | 0x8389    | 0x2569 | ラ        | KATAKANA LETTER RA                               |
| 0x30EA  | 0x838A    | 0x256A | リ        | KATAKANA LETTER RI                               |
| 0x30EB  | 0x838B    | 0x256B | ル        | KATAKANA LETTER RU                               |
| 0x30EC  | 0x838C    | 0x256C | レ        | KATAKANA LETTER RE                               |
